room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
9707233,1526,15520710,Entire home/apt,,Vienna,03,0310,3,4.5,6,3.0,,168.0,,2017-07-25 09:52:51.979429,48.202524,16.397825,0101000020E6100000FD87F4DBD7653040DA53724EEC194840
311836,1526,175131,Entire home/apt,,Vienna,15,1504,44,5.0,6,2.0,,126.0,,2017-07-25 09:50:42.907937,48.185749,16.329136,0101000020E6100000AEEFC34142543040E2218C9FC6174840
1648508,1526,8746106,Entire home/apt,,Vienna,19,1910,1,0.0,4,2.0,,130.0,,2017-07-25 09:49:23.821986,48.247052,16.310157,0101000020E61000001FA0FB72664F3040A83462669F1F4840
17044440,1526,112833382,Entire home/apt,,Vienna,07,0705,6,4.5,6,3.0,,111.0,,2017-07-25 09:26:22.082485,48.20512,16.342389,0101000020E6100000998235CEA6573040B5E0455F411A4840
4769979,1526,24605847,Entire home/apt,,Vienna,14,1404,2,0.0,3,1.0,,91.0,,2017-07-25 08:43:08.440786,48.198235,16.30466,0101000020E61000003C66A032FE4D304016F6B4C35F194840
4895533,1526,5922712,Entire home/apt,,Vienna,13,1302,0,0.0,6,2.0,,84.0,,2017-07-25 08:43:08.433546,48.181829,16.29038,0101000020E61000009869FB57564A3040713B342C46174840
20040047,1526,137250249,Entire home/apt,,Vienna,16,1602,0,0.0,4,1.0,,72.0,,2017-07-25 08:10:42.616445,48.204918,16.333713,0101000020E6100000034015376E5530404D2EC6C03A1A4840
19576185,1526,5957294,Entire home/apt,,Vienna,21,2124,0,0.0,4,1.0,,71.0,,2017-07-25 07:57:20.499025,48.256946,16.414245,0101000020E61000001288D7F50B6A3040446B459BE3204840
3120922,1526,15854154,Entire home/apt,,Vienna,13,1303,0,0.0,2,1.0,,42.0,,2017-07-25 07:56:51.990319,48.188102,16.299182,0101000020E6100000478D0931974C3040F627F1B913184840
9954169,1526,51153457,Entire home/apt,,Vienna,13,1305,5,4.5,4,1.0,,48.0,,2017-07-25 07:46:30.077805,48.181446,16.262041,0101000020E61000000D36751E15433040B9FE5D9F39174840
12509916,1526,67747587,Entire home/apt,,Vienna,12,1204,39,4.0,5,2.0,,50.0,,2017-07-25 07:46:16.447685,48.177699,16.336524,0101000020E6100000B151D66F2656304015C440D7BE164840
16345876,1526,40277515,Entire home/apt,,Vienna,05,0503,13,4.5,3,2.0,,52.0,,2017-07-25 07:44:52.848486,48.184716,16.348045,0101000020E61000004C89247A1959304023861DC6A4174840
7203598,1526,37513357,Entire home/apt,,Vienna,02,0204,16,4.5,2,1.0,,55.0,,2017-07-25 07:44:36.533994,48.213957,16.377542,0101000020E6100000CEDDAE97A660304009E066F1621B4840
19535062,1526,137216547,Entire home/apt,,Vienna,10,1002,0,0.0,4,2.0,,47.0,,2017-07-25 07:41:29.508550,48.176354,16.384014,0101000020E6100000C634D3BD4E623040684293C492164840
3509814,1526,4708938,Entire home/apt,,Vienna,22,2212,7,4.5,2,1.0,,41.0,,2017-07-25 07:40:15.235030,48.233176,16.441094,0101000020E61000003A765089EB703040261B0FB6D81D4840
6616888,1526,34631086,Entire home/apt,,Vienna,22,2209,4,4.5,3,1.0,,42.0,,2017-07-25 07:39:56.849135,48.254779,16.433923,0101000020E610000072FBE593156F3040925A28999C204840
